"female" "age" "coupon" "churn" "followtime"
"1000" 0 63 0 0 98
"1001" 0 13 0 0 205
"1002" 0 32 0 0 337
"1003" 1 65 1 0 356
"1004" 0 25 0 0 344
"1005" 0 78 0 1 212
"1006" 0 35 0 0 338
"1007" 0 63 1 0 34
"1008" 0 30 0 0 29
"1009" 0 62 0 0 27
"1010" 1 15 1 0 6
"1011" 1 54 0 0 305
"1012" 0 38 0 0 31
"1013" 0 70 0 0 278
"1014" 0 77 0 0 59
"1015" 0 80 0 0 216
"1016" 1 82 0 0 257
"1017" 0 59 0 0 74
"1018" 0 30 0 0 221
"1019" 1 22 0 0 187
"1020" 0 32 1 0 190
"1021" 0 72 0 0 352
"1022" 0 47 0 0 146
"1023" 1 28 0 0 300
"1024" 1 23 0 0 47
"1025" 0 63 1 0 60
"1026" 0 52 0 0 32
"1027" 1 30 1 0 94
"1028" 0 82 0 0 35
"1029" 0 82 0 1 143
"1030" 1 38 0 0 30
"1031" 1 13 0 0 247
"1032" 0 80 0 1 153
"1033" 0 30 1 0 233
"1034" 0 50 1 0 74
"1035" 1 41 0 0 48
"1036" 1 48 1 0 273
"1037" 0 21 1 1 148
"1038" 1 33 0 0 134
"1039" 0 42 0 0 120
"1040" 1 31 0 0 136
"1041" 0 69 0 0 135
"1042" 1 77 0 0 259
"1043" 0 57 1 0 214
"1044" 0 40 0 0 319
"1045" 0 46 0 0 40
"1046" 1 29 0 0 50
"1047" 1 75 1 0 208
"1048" 1 28 0 0 362
"1049" 0 85 0 0 177
"1050" 0 41 0 0 192
"1051" 0 81 0 0 328
"1052" 0 71 1 0 312
"1053" 0 32 0 1 270
"1054" 0 23 0 0 218
"1055" 0 74 0 0 47
"1056" 0 13 0 0 347
"1057" 0 84 0 0 55
"1058" 0 54 0 0 102
"1059" 0 23 0 1 31
"1060" 0 83 0 0 103
"1061" 1 29 0 0 23
"1062" 1 52 0 0 189
"1063" 1 81 1 0 126
"1064" 1 81 0 1 112
"1065" 0 16 1 0 73
"1066" 0 84 0 0 3
"1067" 0 66 0 0 343
"1068" 1 64 1 0 33
"1069" 0 31 0 0 151
"1070" 0 59 0 0 47
"1071" 0 35 1 1 4
"1072" 0 13 1 0 169
"1073" 0 77 0 0 57
"1074" 0 72 0 0 206
"1075" 1 14 0 0 118
"1076" 0 52 0 0 102
"1077" 0 24 0 0 299
"1078" 0 29 0 0 143
"1079" 0 46 0 0 72
"1080" 0 57 0 0 136
"1081" 1 74 0 0 167
"1082" 1 78 0 0 313
"1083" 1 84 0 0 103
"1084" 1 30 0 0 189
"1085" 0 46 0 1 60
"1086" 0 57 0 0 221
"1087" 0 22 1 0 186
"1088" 0 30 0 0 336
"1090" 0 73 0 0 47
"1091" 0 59 0 0 140
"1092" 0 34 0 0 26
"1093" 0 14 1 1 33
"1094" 0 24 1 0 313
"1095" 0 19 0 0 229
"1096" 0 56 0 0 181
"1097" 0 25 0 0 20
"1098" 0 76 0 0 363
"1099" 0 78 0 0 315
"1100" 0 18 0 0 170
"1101" 0 62 0 0 277
"1102" 0 20 0 0 233
"1103" 0 44 0 0 103
"1104" 1 84 0 0 145
"1105" 0 49 0 0 140
"1106" 0 78 0 0 228
"1107" 0 18 0 0 312
"1108" 1 27 1 0 286
"1109" 0 18 0 0 333
"1110" 0 61 1 0 249
"1111" 1 81 0 0 188
"1112" 0 85 0 0 310
"1113" 0 56 0 0 113
"1114" 0 33 0 0 126
"1115" 1 81 1 1 31
"1116" 0 21 0 0 109
"1117" 0 32 0 0 244
"1118" 1 37 0 1 26
"1119" 0 81 0 1 25
"1120" 0 73 0 0 145
"1121" 0 33 0 0 32
"1122" 1 45 1 0 340
"1123" 1 57 0 0 154
"1124" 0 83 0 0 203
"1125" 0 69 0 0 132
"1126" 0 57 1 1 9
"1127" 0 84 1 0 343
"1128" 0 30 1 0 191
"1129" 0 85 1 0 38
"1130" 0 55 0 0 181
"1131" 0 35 0 1 240
"1132" 1 26 0 0 190
"1133" 0 38 0 1 168
"1134" 1 66 1 1 68
"1135" 0 81 0 0 316
"1136" 0 78 0 0 275
"1137" 0 46 0 0 350
"1138" 0 67 0 1 25
"1139" 0 83 0 0 63
"1140" 0 26 0 0 215
"1141" 0 49 0 0 48
"1142" 1 60 0 0 362
"1143" 0 62 0 0 219
"1144" 0 33 0 0 233
"1145" 0 17 0 0 126
"1146" 1 80 1 0 222
"1147" 0 61 0 0 180
"1148" 0 47 0 0 359
"1149" 0 58 0 1 56
"1150" 0 64 0 0 334
"1151" 0 23 0 1 44
"1152" 0 68 0 0 6
"1153" 0 64 0 0 237
"1154" 0 77 0 0 268
"1155" 0 42 0 0 182
"1156" 1 57 0 0 68
"1157" 1 25 1 0 115
"1158" 0 66 0 0 363
"1159" 0 56 1 0 223
"1160" 0 47 0 0 191
"1161" 0 51 0 0 189
"1162" 0 26 0 0 32
"1163" 0 37 0 0 258
"1164" 0 71 0 0 222
"1165" 0 49 1 0 211
"1166" 0 62 0 0 73
"1167" 0 81 1 0 84
"1168" 0 44 0 1 150
"1169" 0 63 0 0 19
"1170" 0 33 0 1 202
"1171" 1 67 0 0 154
"1172" 0 36 0 0 355
"1173" 0 68 0 0 9
"1174" 0 60 0 0 215
"1175" 1 79 0 0 109
"1176" 0 63 0 1 47
"1177" 0 79 0 0 319
"1178" 0 39 0 1 183
"1179" 1 52 0 1 154
"1180" 0 22 0 1 227
"1181" 0 62 0 0 104
"1182" 0 19 0 0 295
"1183" 0 72 0 0 308
"1184" 0 37 0 0 141
"1185" 1 22 0 1 9
"1186" 1 49 0 0 38
"1187" 0 40 0 0 163
"1188" 0 23 1 1 81
"1189" 0 15 0 0 355
"1190" 0 47 1 0 69
"1191" 0 23 0 0 358
"1192" 0 56 0 0 35
"1193" 0 65 0 0 64
"1194" 0 81 0 0 270
"1195" 1 56 0 0 60
"1196" 0 50 1 1 222
"1197" 0 23 0 0 1
"1198" 0 32 0 0 74
"1199" 1 66 0 0 296
"1200" 0 54 0 0 145
"1201" 0 84 1 0 235
"1202" 0 74 0 0 155
"1203" 0 80 1 1 84
"1204" 1 82 1 0 201
"1205" 0 44 0 0 80
"1206" 1 26 0 0 41
"1207" 0 18 1 1 209
"1208" 0 78 0 0 222
"1209" 0 53 0 0 339
"1210" 0 84 0 0 214
"1211" 0 71 0 1 31
"1212" 0 48 1 0 54
"1213" 0 23 0 0 43
"1214" 1 54 0 0 361
"1215" 0 67 0 1 265
"1216" 0 36 0 0 248
"1217" 1 20 0 0 5
"1218" 0 18 0 1 21
"1219" 0 25 1 0 326
"1220" 0 14 1 0 299
"1221" 0 25 0 0 12
"1222" 0 36 0 0 357
"1223" 0 15 0 0 79
"1224" 0 66 0 0 1
"1225" 0 55 0 1 226
"1226" 0 67 0 0 162
"1227" 0 35 0 0 220
"1228" 0 83 0 1 81
"1229" 0 68 0 0 146
"1230" 0 61 0 0 226
"1231" 1 18 0 0 257
"1232" 0 30 0 0 123
"1233" 0 62 0 1 84
"1234" 0 74 0 0 63
"1235" 0 54 0 0 304
"1236" 0 24 0 0 349
"1237" 0 30 0 1 190
"1238" 0 74 1 0 43
"1239" 0 65 0 0 76
"1240" 0 44 1 0 310
"1241" 0 64 0 0 250
"1242" 0 71 1 1 1
"1243" 1 17 0 0 205
"1244" 0 20 0 0 305
"1245" 0 23 0 0 38
"1246" 1 53 0 0 298
"1247" 0 67 1 0 27
"1248" 0 42 0 0 166
"1249" 0 67 0 0 69
"1250" 1 70 0 1 59
"1251" 0 66 0 0 318
"1252" 0 66 0 0 138
"1253" 0 76 0 0 26
"1254" 0 21 0 0 50
"1255" 0 45 0 0 44
"1256" 0 66 0 0 355
"1257" 0 63 0 0 217
"1258" 0 74 0 1 206
"1259" 1 30 0 0 297
"1260" 0 51 0 0 232
"1261" 1 49 0 0 25
"1262" 1 25 0 0 294
"1263" 0 56 0 0 107
"1264" 0 24 0 0 163
"1265" 0 21 0 0 301
"1266" 0 53 0 0 84
"1267" 1 66 0 0 61
"1268" 0 37 0 0 194
"1269" 0 65 0 0 220
"1270" 0 79 0 0 173
"1271" 0 16 0 0 72
"1272" 0 53 0 0 95
"1273" 1 33 1 0 230
"1274" 0 33 0 0 26
"1275" 0 83 0 0 152
"1276" 1 30 0 0 233
"1277" 0 82 0 0 225
"1278" 0 67 1 0 107
"1279" 0 57 0 0 2
"1280" 1 37 1 0 96
"1281" 0 46 0 0 56
"1282" 0 23 1 1 18
"1283" 1 77 0 0 31
"1284" 0 22 1 0 250
"1285" 0 48 0 0 285
"1286" 0 24 0 0 11
"1287" 1 69 0 0 285
"1288" 1 19 0 0 282
"1289" 0 23 0 0 254
"1290" 1 76 0 1 266
"1291" 0 49 0 0 304
"1292" 1 19 1 0 242
"1293" 0 33 0 0 222
"1294" 1 71 0 0 63
"1295" 0 40 0 0 212
"1296" 0 62 0 0 109
"1297" 0 70 0 0 97
"1298" 0 83 0 0 258
"1299" 0 77 0 0 301
"1300" 0 63 0 0 161
"1301" 0 40 0 1 64
"1302" 0 22 0 0 125
"1303" 1 13 0 0 351
"1304" 1 79 0 0 61
"1305" 0 63 0 0 102
"1306" 0 13 0 0 67
"1307" 0 28 0 0 39
"1308" 0 20 0 0 61
"1309" 1 19 0 0 155
"1310" 1 72 1 1 119
"1311" 0 24 0 0 309
"1312" 1 72 0 0 302
"1313" 0 59 0 0 84
"1314" 0 51 0 1 191
"1315" 0 82 0 0 120
"1316" 0 70 0 0 290
"1317" 0 70 0 0 351
"1318" 1 29 0 0 102
"1319" 1 74 1 0 89
"1320" 0 31 0 0 64
"1321" 1 61 0 0 221
"1322" 1 25 0 0 321
"1323" 0 37 0 0 77
"1324" 0 41 0 0 7
"1325" 0 29 0 1 15
"1326" 1 33 0 1 166
"1327" 0 52 0 0 234
"1328" 0 66 0 0 127
"1329" 0 37 0 0 101
"1330" 0 62 0 0 110
"1331" 0 20 0 0 95
"1332" 0 49 0 0 99
"1333" 1 57 0 1 78
"1334" 0 76 0 0 19
"1335" 1 58 0 0 357
"1336" 0 66 0 0 52
"1337" 0 79 0 0 191
"1338" 0 19 0 0 125
"1339" 0 54 0 0 346
"1340" 0 83 0 0 317
"1341" 0 81 0 0 160
"1342" 0 38 0 0 149
"1343" 1 52 0 0 268
"1344" 1 63 0 0 40
"1345" 0 43 0 0 35
"1346" 0 74 0 0 60
"1347" 0 69 0 0 295
"1348" 0 68 0 0 2
"1349" 0 63 0 0 264
"1350" 0 79 0 0 15
"1351" 0 50 0 0 39
"1352" 0 78 0 0 294
"1353" 1 18 0 1 4
"1354" 0 35 0 0 103
"1355" 0 68 0 1 150
"1356" 0 39 1 0 212
"1357" 1 35 1 1 12
"1358" 0 34 0 0 119
"1359" 1 14 0 0 359
"1360" 1 46 0 0 308
"1361" 0 54 1 0 250
"1362" 1 44 0 1 213
"1363" 0 67 0 0 288
"1364" 0 38 0 0 224
"1365" 0 26 0 0 362
"1366" 0 66 0 0 68
"1367" 1 19 0 1 44
"1368" 0 17 0 0 10
"1369" 1 31 0 0 280
"1370" 0 24 0 0 281
"1371" 0 49 0 0 44
"1372" 0 80 0 0 259
"1373" 0 69 0 0 43
"1374" 0 65 0 0 53
"1375" 0 15 1 1 7
"1376" 0 19 0 0 112
"1377" 0 38 0 0 332
"1378" 0 67 1 1 142
"1379" 1 25 0 1 31
"1380" 1 58 0 0 51
"1381" 0 74 0 0 287
"1382" 1 14 0 0 142
"1383" 0 40 0 0 176
"1384" 1 60 1 0 192
"1385" 0 74 0 0 81
"1386" 1 22 0 0 7
"1387" 0 58 0 0 82
"1389" 0 37 0 0 159
"1390" 0 26 0 0 212
"1391" 1 41 0 0 308
"1392" 0 14 0 1 132
"1393" 0 56 0 0 109
"1394" 0 79 0 1 22
"1395" 1 66 0 0 338
"1396" 0 43 0 0 309
"1397" 1 76 1 0 348
"1398" 0 16 0 0 156
"1399" 0 43 0 0 248
"1400" 0 64 0 0 70
"1401" 0 66 0 0 86
"1402" 0 43 0 0 225
"1403" 0 70 0 0 184
"1404" 1 33 0 0 230
"1405" 0 57 0 1 235
"1406" 1 64 0 1 41
"1407" 0 70 0 0 364
"1408" 0 22 1 0 72
"1409" 0 66 1 0 118
"1410" 1 85 0 0 258
"1411" 0 52 0 1 66
"1412" 0 29 0 0 200
"1413" 0 64 0 0 226
"1414" 0 85 0 0 40
"1415" 0 14 0 1 147
"1416" 0 72 0 0 14
"1417" 1 41 0 0 350
"1418" 0 52 0 0 57
"1419" 0 27 0 1 141
"1420" 0 40 0 0 167
"1421" 0 26 0 0 315
"1422" 0 19 0 0 34
"1423" 0 25 0 0 115
"1424" 0 49 0 0 29
"1425" 0 35 0 0 173
"1426" 0 21 0 0 110
"1427" 1 43 0 0 234
"1428" 0 34 0 0 305
"1429" 0 48 0 0 131
"1430" 0 71 1 0 161
"1431" 1 74 0 0 197
"1432" 0 56 0 0 267
"1434" 0 74 0 1 62
"1435" 0 45 1 1 69
"1436" 0 69 0 0 175
"1437" 0 72 0 1 299
"1438" 0 20 0 0 56
"1439" 0 34 0 0 51
"1440" 0 83 1 0 92
"1441" 1 48 0 0 215
"1442" 0 68 1 0 83
"1443" 0 54 0 0 329
"1444" 0 23 0 0 38
"1445" 0 60 0 0 271
"1446" 1 73 0 0 260
"1447" 1 14 1 0 164
"1448" 0 23 0 1 8
"1449" 0 55 0 0 206
"1450" 1 14 0 0 161
"1451" 1 42 0 0 175
"1452" 1 19 1 0 296
"1453" 0 39 0 0 164
"1454" 1 45 0 0 157
"1455" 0 75 0 0 171
"1456" 0 60 0 1 97
"1457" 1 51 1 1 8
"1458" 0 14 0 0 8
"1459" 0 67 1 0 343
"1460" 0 64 0 0 131
"1461" 0 34 0 0 263
"1462" 0 69 0 0 118
"1463" 0 48 0 0 352
"1464" 0 51 0 0 231
"1465" 1 44 0 0 257
"1466" 0 83 0 0 64
"1467" 0 17 0 0 291
"1468" 0 78 0 0 193
"1469" 0 16 0 1 102
"1470" 1 30 0 0 153
"1471" 0 75 1 0 227
"1472" 0 26 1 0 35
"1473" 1 68 0 0 162
"1474" 1 68 0 0 40
"1475" 0 64 0 0 46
"1476" 0 84 0 0 265
"1477" 1 20 0 1 49
"1478" 0 85 0 0 96
"1479" 0 31 0 0 247
"1480" 1 14 0 0 263
"1481" 0 23 0 0 297
"1482" 0 38 0 0 48
"1483" 0 72 1 0 79
"1484" 1 58 0 0 213
"1485" 0 39 0 0 132
"1486" 0 31 1 0 206
"1487" 0 54 0 0 246
"1488" 0 53 0 0 334
"1489" 0 47 0 1 230
"1490" 0 27 0 0 68
"1491" 0 64 0 0 228
"1492" 0 52 0 0 351
"1493" 0 73 0 0 285
"1494" 1 45 0 0 178
"1495" 0 53 0 0 139
"1496" 1 56 0 0 92
"1497" 0 63 1 0 227
"1498" 0 37 0 0 275
"1499" 0 34 0 0 12
"1500" 0 84 0 0 297
"1501" 0 72 0 0 263
"1502" 0 51 1 0 72
"1503" 0 65 1 0 320
"1504" 0 17 0 0 83
"1505" 0 77 1 0 42
"1506" 0 27 0 0 240
"1507" 0 73 0 0 44
"1508" 0 83 0 0 104
"1509" 0 74 0 0 347
"1510" 0 36 0 0 212
"1511" 0 62 0 0 249
"1512" 0 28 0 0 134
"1513" 0 54 0 0 156
"1514" 1 62 0 0 159
"1515" 1 72 1 0 214
"1516" 0 37 0 0 295
"1517" 0 57 0 0 64
"1518" 0 54 0 0 196
"1519" 0 37 0 0 50
"1520" 0 42 0 0 249
"1521" 0 45 0 0 267
"1522" 0 73 0 0 362
"1523" 0 77 0 0 183
"1524" 1 50 1 0 88
"1525" 0 60 0 0 183
"1526" 1 56 0 0 216
"1527" 0 47 0 0 222
"1528" 0 60 0 0 247
"1529" 0 61 1 1 14
"1530" 0 64 0 0 314
"1531" 0 15 0 0 71
"1532" 0 46 0 0 263
"1533" 0 30 1 1 195
"1534" 0 77 1 0 322
"1535" 0 51 0 0 137
"1536" 0 65 0 0 61
"1537" 0 79 0 1 8
"1538" 0 47 1 0 341
"1539" 0 36 0 0 30
"1540" 0 46 0 1 162
"1541" 0 50 0 0 354
"1542" 1 76 0 1 298
"1543" 0 25 0 0 334
"1544" 1 71 0 0 72
"1545" 0 74 0 0 207
"1546" 0 68 0 0 177
"1547" 1 13 1 0 115
"1548" 0 28 0 1 172
"1549" 0 82 0 0 15
"1550" 0 45 1 0 128
"1551" 0 15 0 0 337
"1552" 0 74 0 0 162
"1553" 1 46 0 0 150
"1554" 0 16 0 1 278
"1555" 1 50 0 0 91
"1556" 0 55 0 0 332
"1557" 1 28 1 0 5
"1558" 0 37 0 0 101
"1559" 0 52 0 1 85
"1560" 0 35 1 0 356
"1561" 0 51 1 0 44
"1562" 0 35 0 0 149
"1563" 1 56 0 0 152
"1564" 0 35 0 0 192
"1565" 0 25 1 0 43
"1566" 0 56 0 0 196
"1567" 0 14 0 0 85
"1568" 0 29 0 0 34
"1569" 0 30 0 0 72
"1570" 1 31 0 0 122
"1571" 0 43 0 0 3
"1572" 1 47 0 1 353
"1573" 0 21 0 0 14
"1574" 1 39 0 1 203
"1575" 0 67 0 0 214
"1576" 0 49 0 0 250
"1577" 0 34 1 1 13
"1578" 0 27 0 0 314
"1579" 0 21 0 0 66
"1580" 0 55 0 0 222
"1581" 0 58 0 0 102
"1582" 0 73 1 0 157
"1583" 0 34 0 0 305
"1584" 0 63 0 0 85
"1585" 0 33 0 1 125
"1586" 0 85 0 0 73
"1587" 0 57 0 0 62
"1588" 0 34 0 0 349
"1589" 0 72 0 0 356
"1590" 0 48 0 0 53
"1591" 0 71 1 0 320
"1592" 0 36 0 0 356
"1593" 1 31 1 1 27
"1594" 0 32 0 0 28
"1595" 0 23 0 1 211
"1596" 0 24 1 0 128
"1597" 0 67 0 0 224
"1598" 1 76 0 0 164
"1599" 1 70 1 0 60
"1600" 0 46 1 0 186
"1601" 0 59 0 1 30
"1602" 1 31 0 0 335
"1603" 1 76 0 0 136
"1604" 0 52 0 0 30
"1605" 1 50 0 0 45
"1606" 0 23 0 0 234
"1607" 0 34 1 1 45
"1608" 0 62 1 0 86
"1609" 0 61 0 0 117
"1610" 0 85 0 0 309
"1611" 0 24 0 0 207
"1612" 0 76 1 1 82
"1613" 1 68 0 0 99
"1614" 0 66 0 0 117
"1615" 0 64 0 0 10
"1616" 0 75 0 0 260
"1617" 0 60 0 0 301
"1618" 0 46 1 0 22
"1619" 0 57 0 0 295
"1620" 0 50 0 0 139
"1621" 0 82 0 0 13
"1622" 1 77 0 0 219
"1623" 0 21 0 0 230
"1624" 0 54 0 1 239
"1625" 0 69 0 0 176
"1626" 0 63 1 0 262
"1627" 0 66 0 0 208
"1628" 0 66 0 0 205
"1629" 1 36 1 0 2
"1630" 0 31 0 1 3
"1631" 0 55 0 1 85
"1632" 0 70 1 0 296
"1633" 0 46 0 0 221
"1634" 0 71 0 1 68
"1635" 0 54 0 0 46
"1636" 0 25 0 1 16
"1637" 1 31 0 1 19
"1638" 0 37 0 1 1
"1639" 0 68 0 0 334
"1640" 0 73 0 0 280
"1641" 1 61 0 0 318
"1642" 0 56 1 1 180
"1643" 0 49 0 0 166
"1644" 0 73 0 0 138
"1645" 0 84 1 0 314
"1646" 0 30 1 0 218
"1647" 0 34 0 0 187
"1648" 1 42 0 0 127
"1649" 0 44 0 0 143
"1650" 0 31 0 0 43
"1652" 1 80 0 0 101
"1653" 1 81 1 0 44
"1654" 0 30 0 0 60
"1655" 0 79 0 0 88
"1656" 0 38 0 0 84
"1657" 1 32 0 0 135
"1658" 0 19 0 0 337
"1659" 0 22 0 0 256
"1660" 0 74 0 0 320
"1661" 0 81 0 0 340
"1662" 0 70 0 0 202
"1663" 0 34 0 0 14
"1664" 0 54 0 0 354
"1665" 1 56 0 0 331
"1666" 0 30 0 0 241
"1667" 0 51 0 0 86
"1668" 0 35 0 0 50
"1669" 0 50 0 0 47
"1670" 0 17 0 0 334
"1671" 0 79 0 0 308
"1672" 0 83 0 1 68
"1673" 0 60 0 0 19
"1674" 0 29 0 1 248
"1675" 1 83 0 0 38
"1676" 0 66 0 0 188
"1677" 0 61 0 1 51
"1678" 1 45 0 0 91
"1679" 0 36 0 0 7
"1680" 1 84 0 0 47
"1681" 0 72 0 0 310
"1682" 0 22 0 1 123
"1683" 1 13 0 0 170
"1684" 0 38 0 0 83
"1685" 0 49 0 0 7
"1686" 1 54 0 0 346
"1687" 0 64 0 0 23
"1688" 0 63 1 0 206
"1689" 0 67 0 0 75
"1690" 0 58 0 0 55
"1691" 0 50 0 0 186
"1692" 0 43 0 0 55
"1693" 1 38 0 1 15
"1694" 0 21 1 0 11
"1695" 1 67 0 0 94
"1696" 0 16 1 0 88
"1697" 0 72 1 0 344
"1698" 0 39 0 0 117
"1699" 0 78 0 1 176
"1700" 0 16 0 0 50
"1701" 0 52 0 0 287
"1702" 0 65 0 0 218
"1703" 0 27 0 0 125
"1704" 1 26 0 1 166
"1705" 0 44 0 0 122
"1706" 1 66 0 0 111
"1707" 0 42 1 0 101
"1708" 0 14 0 0 8
"1709" 1 42 1 0 239
"1710" 0 36 0 0 83
"1711" 0 81 1 0 291
"1712" 0 84 0 0 150
"1713" 0 72 1 0 170
"1714" 0 61 0 0 170
"1715" 1 56 0 0 23
"1716" 0 82 0 0 211
"1717" 0 60 0 0 204
"1718" 1 76 0 1 249
"1719" 0 32 0 1 124
"1720" 0 54 0 0 269
"1721" 0 27 0 0 228
"1722" 0 22 1 0 233
"1723" 0 79 0 0 123
"1724" 0 55 0 0 197
"1725" 0 33 0 0 359
"1726" 0 13 0 0 67
"1727" 0 59 0 1 84
"1728" 0 77 0 1 4
"1729" 0 64 0 0 188
"1730" 0 43 1 1 38
"1731" 0 15 0 1 20
"1732" 0 45 1 1 313
"1733" 0 49 0 0 248
"1734" 0 53 0 0 292
"1735" 0 56 0 0 18
"1736" 0 14 0 0 358
"1737" 0 80 0 0 290
"1738" 0 44 1 1 3
"1739" 0 65 0 0 107
"1740" 0 49 0 0 30
"1741" 0 18 0 0 126
"1742" 0 52 0 0 213
"1743" 0 67 1 0 19
"1744" 0 43 0 0 332
"1745" 1 13 0 0 18
"1746" 0 48 0 0 354
"1747" 0 40 1 0 207
"1748" 0 32 0 0 238
"1749" 0 70 0 0 119
"1750" 1 25 0 1 138
"1751" 0 37 0 0 234
"1752" 0 27 1 0 230
"1753" 0 67 0 0 338
"1754" 0 26 0 0 272
"1755" 0 37 0 0 159
"1756" 1 16 0 0 47
"1757" 0 15 0 0 4
"1758" 0 69 0 0 63
"1759" 0 19 0 0 347
"1760" 0 59 0 0 302
"1761" 0 51 1 0 214
"1762" 0 50 1 1 19
"1763" 0 56 0 0 189
"1764" 0 62 0 0 272
"1765" 1 53 0 0 129
"1766" 0 42 0 0 176
"1767" 0 75 0 0 131
"1768" 0 30 1 0 14
"1769" 0 30 0 0 37
"1770" 0 68 0 0 211
"1771" 0 56 0 0 243
"1772" 0 32 0 0 111
"1773" 0 59 0 0 160
"1774" 1 43 0 0 350
"1775" 0 42 1 0 151
"1776" 0 35 0 0 185
"1777" 0 57 1 0 300
"1778" 0 41 0 0 325
"1779" 0 61 0 0 181
"1780" 0 37 0 0 161
"1781" 0 47 1 0 360
"1782" 0 63 0 0 183
"1783" 0 81 0 0 175
"1784" 0 25 0 0 342
"1785" 0 21 0 0 335
"1786" 0 73 0 1 36
"1787" 0 41 0 0 216
"1788" 0 75 1 1 146
"1789" 1 56 0 0 316
"1790" 0 72 0 0 339
"1791" 0 78 0 0 110
"1792" 0 76 0 1 153
"1793" 1 49 0 0 154
"1794" 1 67 1 0 87
"1795" 0 34 0 0 264
"1796" 0 57 0 1 58
"1797" 1 13 1 0 330
"1798" 0 38 0 0 22
"1799" 0 82 0 1 142
"1800" 0 68 0 0 234
"1801" 0 50 0 0 155
"1802" 1 37 0 0 136
"1803" 0 37 0 0 294
"1804" 0 33 0 0 96
"1805" 1 74 0 0 331
"1806" 0 52 0 0 205
"1807" 1 42 0 0 297
"1808" 1 58 0 0 14
"1809" 0 24 1 0 301
"1810" 0 41 0 0 282
"1811" 0 51 0 0 80
"1812" 1 75 1 1 288
"1813" 1 59 1 0 38
"1814" 1 24 0 0 272
"1815" 0 71 0 0 50
"1816" 0 52 1 0 287
"1817" 0 49 1 0 168
"1818" 1 32 0 0 324
"1819" 1 13 0 0 4
"1820" 0 74 0 0 167
"1821" 0 23 0 0 121
"1822" 0 70 0 0 140
"1823" 0 49 1 0 224
"1824" 1 83 0 0 321
"1825" 0 66 1 0 307
"1826" 0 36 0 0 123
"1827" 0 79 0 0 32
"1828" 0 37 0 0 265
"1829" 1 32 0 0 236
"1830" 1 68 0 0 279
"1831" 0 73 1 0 94
"1832" 0 72 0 0 89
"1833" 1 79 1 0 255
"1834" 0 33 0 0 272
"1835" 0 23 0 0 322
"1836" 0 17 0 0 199
"1837" 1 78 1 0 71
"1838" 0 45 0 0 290
"1839" 0 66 0 0 88
"1840" 0 78 0 0 61
"1841" 0 74 1 0 27
"1842" 1 54 0 0 105
"1843" 0 30 0 0 98
"1844" 0 81 0 0 326
"1845" 0 41 0 1 155
"1846" 0 80 0 0 48
"1847" 0 30 0 0 244
"1848" 0 48 0 0 303
"1849" 0 64 0 0 85
"1850" 0 58 0 0 176
"1851" 0 17 0 0 60
"1852" 1 71 0 0 11
"1853" 1 82 0 0 56
"1854" 0 26 0 0 17
"1855" 0 42 0 0 225
"1856" 1 24 0 0 134
"1857" 0 74 0 0 222
"1858" 0 54 0 0 267
"1859" 0 56 0 1 80
"1860" 0 27 0 0 112
"1861" 0 48 0 0 220
"1862" 0 44 0 0 318
"1863" 0 38 0 0 36
"1864" 0 14 0 0 344
"1865" 0 60 0 0 295
"1866" 0 53 0 0 68
"1867" 0 74 0 0 144
"1868" 0 33 0 0 55
"1869" 0 63 0 0 45
"1870" 0 80 0 0 53
"1871" 0 51 0 0 96
"1872" 0 31 0 0 317
"1873" 1 80 0 0 340
"1874" 0 22 0 0 181
"1875" 0 71 0 0 107
"1876" 1 63 0 0 295
"1877" 1 75 0 1 160
"1878" 0 39 0 0 44
"1879" 0 24 0 0 311
"1880" 0 36 0 0 284
"1881" 0 22 0 0 257
"1882" 0 21 0 1 79
"1883" 0 44 1 0 103
"1884" 0 22 1 0 249
"1885" 1 61 1 0 352
"1886" 0 78 0 0 63
"1887" 0 14 0 0 86
"1888" 0 35 1 0 147
"1889" 0 44 0 0 32
"1890" 0 45 0 0 316
"1891" 0 63 1 1 351
"1892" 0 25 0 1 190
"1893" 0 41 0 0 64
"1894" 0 33 0 0 349
"1895" 0 78 0 0 268
"1896" 0 82 0 1 58
"1897" 0 80 1 0 338
"1898" 1 68 0 0 289
"1899" 0 17 0 0 33
"1900" 0 15 0 1 4
"1901" 0 23 1 1 10
"1902" 1 68 0 0 162
"1903" 0 19 0 0 98
"1904" 1 16 0 0 52
"1905" 0 28 0 0 249
"1906" 0 49 0 0 319
"1907" 0 24 0 0 74
"1908" 0 20 0 1 72
"1909" 0 55 1 1 133
"1910" 0 78 1 0 194
"1911" 0 58 0 1 97
"1912" 0 19 1 0 316
"1913" 0 33 1 0 39
"1914" 1 42 0 0 352
"1915" 0 69 0 0 196
"1916" 0 42 1 0 218
"1917" 0 53 0 0 196
"1918" 1 49 0 0 138
"1919" 0 61 0 0 128
"1920" 0 61 0 0 231
"1921" 0 82 1 0 72
"1922" 0 24 0 0 266
"1923" 0 85 0 0 227
"1924" 0 61 0 0 293
"1925" 0 42 0 0 348
"1926" 0 64 0 0 309
"1927" 0 48 0 0 22
"1928" 0 59 1 0 275
"1929" 0 27 0 0 256
"1930" 0 22 0 1 98
"1931" 0 43 0 0 80
"1932" 0 24 0 1 233
"1933" 0 62 1 0 46
"1934" 1 47 0 0 48
